"","PWSID","cash_reserve_total.imputed","delinquent_num_acc.imputed","delinquent_amount_dollars.imputed","revenue_2020_Total.imputed","revenue_2019_Total.imputed","requested","responded","voluntary","tag","Service_Connections","Population","Fee_Code","Regulating_Agency","Water_System_Name","bill_freq","bill_freq_other","submetered_YN","expense_2019_Apr","expense_2019_May","expense_2019_Jun","expense_2019_Jul","expense_2019_Aug","expense_2019_Sep","expense_2019_Oct","expense_2019_Total","revenue_2019_Apr","revenue_2019_May","revenue_2019_Jun","revenue_2019_Jul","revenue_2019_Aug","revenue_2019_Sep","revenue_2019_Oct","revenue_2019_Total","expense_2020_Apr","expense_2020_May","expense_2020_Jun","expense_2020_Jul","expense_2020_Aug","expense_2020_Sep","expense_2020_Oct","expense_2020_Total","revenue_2020_Apr","revenue_2020_May","revenue_2020_Jun","revenue_2020_Jul","revenue_2020_Aug","revenue_2020_Sep","revenue_2020_Oct","revenue_2020_Total","comments_exp_rev","cash_reserve_restricted","cash_reserve_unrestricted","cash_reserve_total","months_before_assist","loans_YN","delinquent_num_acc","delinquent_amount_dollars","comments_cash_reserves","filename","single_multi","Zip Code","Less than $100","$100-$200","$200-$300","$300-$400","$400-$500","$500-$600","$600-$700","$700-$800","$800-$900","$900-$1000","More than $1000","Total number of delinquent residential accounts","Size","CES_3.0_Score","Median_12month_HH_income","Median_rent_pct_income","cash","cash_u","cash_u_days","cash_days","op_ratio","cash_score","ratio_score","month_score","risk_score_avg","Risk_label","Tier_Status Sep_","Tier_Status_Nov","County_Population","Jan_County_UE_%","Feb_County_UE_%","Mar_County_UE_%","Apr_County_UE_%","May_County_UE_%","Jun_County_UE_%","Jul_County_UE_%","Aug_County_UE_%","Sep_County_UE_%","Oct_County_UE_%","months_before_assist_num","fee_code_char","response","delinquent_num_acc_normalized","volunteered","loans_1.0","submetered_1.0","N","samples","respondedTotal","prob","base.weight","fpc","final.weight"
"62","CA5610009",21480000,603,321884,4938486.49,4823244.11,"y","y","n","Bin C",5847,21926,"C1","DISTRICT 06 - SANTA BARBARA","PORT HUENEME WATER DEPT","M",NA,NA,358212.84,358786.96,296939.02,219631.91,462954.05,490331.47,435026.66,2621882.91,825835.1,368175.25,857785.1,456501.76,930127.89,404186.72,980632.29,4823244.11,386732.97,434977.96,370445.96,301710.04,438675.64,563766,436606.68,2932915.25,1066768.53,476122.41,781632.77,644033.36,677370.02,641798.65,650760.75,4938486.49,NA,8920000,12560000,21480000,"F","N",603,321884,"Although no major financial outfall is expected, system would like state guidance on how to proceed after COVID-19 protections are gone. System has various accounts that owe well over 3K and refuse to work with the water system make payments. System fears that various customers have taken advantage of the COVID-19 protection to avoid paying their bill despite not being affected by COVID-19. Guidance on how to collect unpaid fees from customers with large balances due is needed.","S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT06-SANTABARBARA\Complete\Survey_DISTRICT06-CA5610009-PORTHUENEMEWATERDEPT_Complete.xlsx","single","93041","4",84,131,108,47,46,26,27,24,28,78,603,"Small/Medium",30.02,69392.1,30.62,21480000,12560000,916.439709602928,1567.28701928908,1.68381493123608,0,1,0,0.333333333333333,"low",1,1,852747,0.00838466743359988,0.008046935374736,0.00832486071484274,0.069488371111244,0.0688727137122734,0.0643403025750897,0.0679439505503977,0.0658729963283365,0.0615176599859044,0.0551957380090461,6,"C1",1,0.103129810159056,0,0,NA,107,84,69,0.785046728971963,1.27380952380952,0.785046728971963,1.73333185617821
"63","CA1310006",7787195,204,207864,3151570,3427238,"y","y","n","Bin C",5793,19372,"C1","DISTRICT 14 - SAN DIEGO","IMPERIAL, CITY OF","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,2755588,NA,NA,NA,NA,NA,NA,NA,3427238,NA,NA,NA,NA,NA,NA,NA,3345526,NA,NA,NA,NA,NA,NA,NA,3151570,NA,3961587,3825608,7787195,"D","N",204,207864,"Reserves are current as of September 2020, delinquent accounts and debt is current as of November 3, 2020, which they've also broken down into months past due:

Breakdown by type of Accounts:
9 Month’s Past Due                            2          (1 Business – 1 Residential)
8 Month’s Past Due                            3          (0 Business – 3 Residential)
7 Month’s Past Due                            15        (1 Business – 14 Residential)
6 Month’s Past Due                            17        (1 Business – 16 Residential)
5 Month’s Past Due                            14        (0 Business – 14 Residential)
4 Month’s Past Due                            15        (0 Business – 15 Residential)
3 Month’s Past Due                            25        (1 Business – 24 Residential)
2 Month’s Past Due                            42        (2 Business – 40 Residential)
1 Month Past Due                               71        (0 Business – 71 Residential)

No operational issues due to COVID; however, they have had a lot issues with delinquent accounts. Some customers are ""taking advantage"" of the situation by running up their bills knowing that the water will not be shut-off. There are also issues with residential customers moving out without paying the bill, which then would get passed on to the next owner. Rental properties are also an issue, as landlords get stuck with large water bills as well. There are a small amount of delinquent accounts that have arranged to participate in a payment plant; however, the majority of them have not reached out to start a plan.","S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT14-SANDIEGO\Complete\Survey_DISTRICT14-CA1310006-IMPERIAL-CITYOF (Completed 11_18_2020).xlsx","single","92251","0",11,32,23,21,16,9,14,6,11,61,204,"Small/Medium",37.09,80568,26.4,7787195,3825608,244.708937249329,498.115910622126,0.942025260003957,1,4,2,2.33333333333333,"medium",1,1,191649,0.0326273552170896,0.0311976582189315,0.0316150879994156,0.0873367458217888,0.106329800833816,0.118852694248339,0.12984675109184,0.129173645570809,0.123428768216896,0.112784308814552,4,"C1",1,0.0352149145520456,0,0,NA,107,84,69,0.785046728971963,1.27380952380952,0.785046728971963,1.73333185617821
"64","CA1910130",2957203,285,54066.66,50226,3550000,"y","y","n","Bin C",5760,20352,"C1","DISTRICT 16 - CENTRAL","QUARTZ HILL WATER DIST.","M",NA,"N",302657,338327,442204,387443,573380,383915,392016,NA,571138,583196,614867,675212,754994,601431,547758,NA,205914,309560,459433,546352,431785,462451,398054,NA,544434,652878,715763,721396,665484,653232,612802,NA,NA,590126,2367077,2957203,"F","N",285,54066.66,NA,"S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT16-CENTRAL\Complete\Survey_DISTRICT16-CA1910130-QUARTZHILLWATERDIST-COMPLETE.xlsx","single","93536","132",72,28,18,15,8,2,4,1,1,4,285,"Small/Medium",17.27,76953.69,29.85,2957203,2367077,NA,NA,NA,NA,NA,0,0,"very low",1,1,10257557,0.00645855538506878,0.00649355397196428,0.00760873178672076,0.0759942157767195,0.0807474918248078,0.0814576999182164,0.0872163810544753,0.0854432493039035,0.0809370106351834,0.0732341043778748,6,"C1",1,0.0494791666666667,0,0,0,107,84,69,0.785046728971963,1.27380952380952,0.785046728971963,1.73333185617821
"65","CA3410016",4224310.36,102,22435.44,2316649.37,2236067.64,"y","y","n","Bin C",5682,18005,"C1","DISTRICT 09 - SACRAMENTO","ORANGE VALE WATER COMPANY","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,1868133.79,244724.06,255421.85,312444.15,324410.71,347742.07,381565.23,369759.57,2236067.64,NA,NA,NA,NA,NA,NA,NA,1806908.13,264052.39,263261.6,314104.92,336435.32,393937.37,373712.33,371145.44,2316649.37,"The Water System provided a total expense for the time period (both years) and did not break it down by month.",3549081.32,675229.04,4224310.36,"F","N",102,22435.44,NA,"S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT09-SACRAMENTO\Complete\Survey_DISTRICT09-CA3410016-ORANGEVALEWATERCOMPANY.xlsx","single","95662",NA,40,39,9,5,2,0,2,2,2,1,102,"Small/Medium",12.77,77601.75,29.99,4224310.36,675229.04,79.9703162329565,500.303475329429,1.28210689383527,3,2,0,1.66666666666667,"medium",1,1,1567975,0.00805497536631643,0.0077303528436359,0.00807921044659513,0.0665144533554425,0.0679640938152713,0.0661617691608603,0.0711650377078716,0.0710221782872814,0.0681994292000829,0.0615430730719559,6,"C1",1,0.0179514255543823,0,0,NA,107,84,69,0.785046728971963,1.27380952380952,0.785046728971963,1.73333185617821
"66","CA3310074",28952543,509,98000,4366661,4022205,"y","y","n","Bin C",5662,18146,"C1","DISTRICT 20 - RIVERSIDE","TEMESCAL VALLEY WATER DISTRICT","M",NA,NA,310322,298501,364415,501500,525597,472287,437351,2909973,477475,535469,558253,595302,620780,585968,648958,4022205,327662,421900,417697,532788,560832,504027,488003,3252909,391786,691460,659254,738505,655893,635305,594458,4366661,NA,25000000,3952543,28952543,"F","N",509,98000,NA,"S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT20-RIVERSIDE\Complete\Survey_DISTRICT20-CA3310074-TEMESCALVALLEYWATERDISTRICT_Complete.xlsx","single","92883",NA,509,NA,NA,NA,NA,NA,NA,NA,NA,NA,509,"Small/Medium",25.56,94299.16,34.9,28952543,3952543,260.027010285255,1904.70873977723,1.34238646085704,1,2,0,1,"low",1,1,2468145,0.00767458962095015,0.00781963782516829,0.00854204270818773,0.0715918230087779,0.0747504704950479,0.0710408018977815,0.0765465562193469,0.075008153896955,0.0717283627987821,0.0646967661948548,6,"C1",1,0.089897562698693,0,0,NA,107,84,69,0.785046728971963,1.27380952380952,0.785046728971963,1.73333185617821
"67","CA1910049",5791937,621,124436,3383834.27,3943551.03,"y","y","n","Bin C",5572,15414,"DAVCL","DISTRICT 22 - ANGELES","HUNTINGTON PARK-CITY, WATER DEPT.","BM",NA,NA,313134.85,317145.65,1631211.24,133285.16,267241.72,403168.23,922860.55,3988047.4,394474.9,481576.79,1440708.86,498990.94,360570.19,282377.53,484851.51,3943551.03,809327.86,295599.47,1403341.93,249099.79,116240.66,558055.98,577851.79,4009517.48,380990.35,454003.66,669871.86,463032.45,443835.88,547827.63,424272.44,3383834.27,NA,0,5791937,5791937,NA,"N",621,124436,"The City did not provide me a figure on how many months they can continue to meet their monthly expense before they need financial assistance. They simply refer to the 2019 and 2020 expense and revenue tables they provided.  The City also unable to provide me if any of the cash they have on hand is restricted. Simply answered I dont know. Lastly, I did not get a positive welcoming response while conducting the survey with City's fiancial staff.","S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT22-ANGELES\Complete\Survey_DISTRICT22-CA1910049-HUNTINGTONPARK-CITY-WATERDEPT Complete.xlsx","single","90255","270",195,60,29,28,10,7,3,2,5,12,621,"Small/Medium",53.83,41253,38.33,5791937,5791937,309.133087505582,309.133087505582,0.843950497005939,1,4,NA,2.5,"medium",1,1,10257557,0.00645855538506878,0.00649355397196428,0.00760873178672076,0.0759942157767195,0.0807474918248078,0.0814576999182164,0.0872163810544753,0.0854432493039035,0.0809370106351834,0.0732341043778748,NA,"DAVCL",1,0.111450107681263,0,0,NA,107,84,69,0.785046728971963,1.27380952380952,0.785046728971963,1.45910921043437
"68","CA4010011",9400000,346,205382.19,3404861.4,3430287.59,"y","y","n","Bin C",5532,10234,"C1","DISTRICT 06 - SANTA BARBARA","MORRO BAY PW DEPT - WATER DIVISION","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,5132505.72,414224.18,447688.44,467425.65,536088.73,533248.13,540595.08,491017.38,3430287.59,NA,NA,NA,NA,NA,NA,NA,4686249.32,396360.46,423845.73,497597.53,513502.33,547535.55,530578.23,495441.57,3404861.4,NA,0,9400000,9400000,"F","N",346,205382.19,"Water system says it feels a great impact on past due accounts. They would like some assistance with helping customers become current on their past due bills. System says it will take a lot out of the staff to track accounts and shut off customers once COVID protection is over. It might spread them too thin so some assitance with that from the state is needed.","S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT06-SANTABARBARA\Complete\Survey_DISTRICT06-CA4010011-MORROBAYPWDEPT-WATERDIVISION_Complete.xlsx","single","93442","84",82,40,28,14,15,13,7,7,4,52,346,"Small/Medium",11.37,69327.81,35.3,9400000,9400000,429.255863834407,429.255863834407,0.726564287877027,0,4,0,1.33333333333333,"low",1,1,278862,0.00582725505805739,0.00580573903938149,0.00604600124792908,0.0695971484103248,0.064164353694659,0.0571967496467787,0.0570210354942588,0.0540338949014208,0.0497737232035917,0.0443588585034892,6,"C1",1,0.0625451916124367,0,0,NA,107,84,69,0.785046728971963,1.27380952380952,0.785046728971963,1.73333185617821
"69","CA3510003",13116434,172,76846,4230345,4550831,"y","y","n","Bin C",5485,19189,"C1","DISTRICT 05 - MONTEREY","SUNNYSLOPE COUNTY WATER DIST","M",NA,"N",532475,720375,708915,658694,633480,749782,576715,4580436,457704,563687,638154,728122,692801,785191,685172,4550831,715196,680262,1089809,676629,676780,749179,NA,4587855,430139,570388,830969,790610,872845,735394,NA,4230345,"October 2020 has not been closed. October 2020 data will not be available until November 30, 2020.",6765936,6350498,13116434,"F","N",172,76846,NA,"S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT05-MONTEREY\Complete\Survey_DISTRICT05-CA3510003-SUNNYSLOPECOUNTYWATERDIST.xlsx","single","95023","43",30,25,18,13,6,7,7,6,7,10,172,"Small/Medium",24.45,93259.44,28.87,13116434,6350498,296.218291990484,611.814644534319,0.922074695037223,1,4,0,1.66666666666667,"medium",1,1,64022,0.0194308206553997,0.0190403298866015,0.0188372746868264,0.0940614163881166,0.0768954421917466,0.0687576145699916,0.0668520196182562,0.0618693574083909,0.0587766705195089,0.055683983630627,6,"C1",1,0.0313582497721057,0,0,0,107,84,69,0.785046728971963,1.27380952380952,0.785046728971963,1.73333185617821
"70","CA1910125",2709708,264,50906,2466771,2471638,"y","y","n","Bin C",5441,25284,"C1","DISTRICT 07 - HOLLYWOOD","PICO WD","O","Residential Customers are billed Bi-Monthly
Commercial/Government customers are billed Monthly","N",261547,298059,307829,316619,340995,311973,343229,2180251,278774,359384,342897,373692,356763,404493,355635,2471638,272046,314946,361991,373676,365676,352220,330801,2371356,266657,331566,335631,400660,347476,427297,357484,2466771,NA,346692,2363016,2709708,"E","N",264,50906,"8.    Did not include amounts less than $10.00.  Includes all accounts, residential, commercial and government.

The District has 880 Commercial/Government accounts that are billed monthly, accounting for 121 delinquent accounts and $18,758 of our delinquent total.  

The District has 4536 Residential accounts that consist of two cycles, each cycle is billed bi-monthly, accounting for 143 delinquent accounts and $32,148 of our delinquent total.  

The District avgerages 431 delinquent notices per month, if delinquencies continue at this rate without payment our ability to meet our monthly expenses would drop to ""D"" -  10 - 12 months.","S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT07-HOLLYWOOD\Complete\Survey_DISTRICT07-CA1910125-PICOWD.xlsx","single","90060","60",50,21,7,3,2,NA,NA,NA,NA,NA,264,"Small/Medium",43.11,61574.68,33.12,2709708,2363016,213.247367329072,244.534145020824,1.04023647229686,1,3,1,1.66666666666667,"medium",1,1,10257557,0.00645855538506878,0.00649355397196428,0.00760873178672076,0.0759942157767195,0.0807474918248078,0.0814576999182164,0.0872163810544753,0.0854432493039035,0.0809370106351834,0.0732341043778748,5,"C1",1,0.0485204925565153,0,0,0,107,84,69,0.785046728971963,1.27380952380952,0.785046728971963,1.73333185617821
"71","CA3010041",1229736,290,132442,3234433,3239860,"y","y","n","Bin C",5431,25561,"C1","DISTRICT 08 - SANTA ANA","CITY OF SEAL BEACH","BM",NA,"N",178741,154117,846482,NA,193110,389891,412370,2174711,364708,325797,1077767,NA,530002,516645,424941,3239860,287215,162002,1249556,NA,291731,477157,259203,2726864,313867,469975,944525,NA,581637,358677,565762,3234433,"Fixed and Variable revenue included in Revenue;  Capital Project Expenditure Expense excluded from expenditures.  July is blank due to year end billing period adjustments; June expense variation is due to Water Purchase payment variations.",6907534.57,NA,NA,"E","N",290,132442,NA,"S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT08-SANTAANA\Complete\Survey_DISTRICT08-CA3010041-CITYOFSEALBEACH-completed.xlsx","single","90740","46",78,54,17,19,8,6,10,2,2,11,290,"Small/Medium",19.09,97103.22,31.84,NA,NA,NA,NA,1.18613652899448,NA,3,1,2,"medium",2,1,3228519,0.00503636497105949,0.00508127720481125,0.00589031689142917,0.0728705638715461,0.07687642538266,0.0738354025483511,0.0769640816733617,0.0739521743561057,0.0688352771038361,0.0614705999871768,5,"C1",1,0.0533971644264408,0,0,0,107,84,69,0.785046728971963,1.27380952380952,0.785046728971963,1.73333185617821
"72","CA1910191",6347896,969,288928.7,3143466.24,3068736.93,"y","y","n","Bin C",5322,12794,"C1","DISTRICT 15 - METROPOLITAN","NORWALK - CITY, WATER DEPT.","BM",NA,"Y",297078.21,541609.05,1588982.32,137379.07,326548.23,242634,367757.95,3501988.83,59472.98,859858.55,736045.54,228510.6,23232,1128413.78,33203.48,3068736.93,255249.41,703801.08,1218702.64,97294.63,228145.48,241568.77,736181.11,3480943.12,48513.16,917146.94,776193.21,249865.67,-80.08,1141503.37,10323.97,3143466.24,"* For mobile home parts, apartments, and other systems that charge a monthly rent and do not charge for water separately from rent, provide a rough estimate of monthly revenue from water if available, or the total monthly revenue received from all spaces, apartments, etc. Enter ""N"" in the box below and provide further context in the comments box: To our knowledge all locations pass water usage costs over to tenants.                                                            
* For mobile home parks and apartment water systems: is the water system submetered? (Y/N):  We have two submetered locations: (1) Cerritos Mobile Lodge – 11733 166th St. – submetered by mobile home park; and, (2) Pioneer Mobile Estates – 16123 Pioneer Blvd. - submetered by mobile home park.
",0,NA,6347896,"E","N",969,288928.7,NA,"S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT15-METROPOLITAN\Complete\Survey_DISTRICT15-CA1910191-NORWALK-CITY-WATERDEPT.xlsx","single","90650","71",316,186,91,47,28,33,14,9,7,18,820,"Small/Medium",46.89,59409.37,35.62,6347896,6347896,390.253358693204,390.253358693204,0.903050159578591,0,4,1,1.66666666666667,"medium",1,1,10257557,0.00645855538506878,0.00649355397196428,0.00760873178672076,0.0759942157767195,0.0807474918248078,0.0814576999182164,0.0872163810544753,0.0854432493039035,0.0809370106351834,0.0732341043778748,5,"C1",1,0.182074408117249,0,0,1,107,84,69,0.785046728971963,1.27380952380952,0.785046728971963,1.73333185617821
"73","CA4010004",6800000,49,7640,1796381,1674399,"y","y","n","Bin C",5258,13593,"C1","DISTRICT 06 - SANTA BARBARA","GROVER BEACH WATER DEPARTMENT","M",NA,NA,79438,88883,321418,813995,126285,91577,108235,1629831,186851,323533,271713,-118812,276878,446524,287712,1674399,88377,93729,277316,773573,124931,95754,123317,1576997,223810,362503,258624,-143977,299746,491622,304053,1796381,NA,0,6800000,6800000,"F","N",49,7640,"Grover Beach has only 1 zip code.  It has a P.O. Box zip code of 93483.","S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT06-SANTABARBARA\Complete\Survey_DISTRICT06-CA4010004-GROVERBEACHWATERDEPARTMENT_completed.xlsx","single","93433","16",17,16,NA,NA,NA,NA,NA,NA,NA,NA,49,"Small/Medium",14.69,68460.1,30.78,6800000,6800000,922.766498604626,922.766498604626,1.139115039534,0,3,0,1,"low",1,1,278862,0.00582725505805739,0.00580573903938149,0.00604600124792908,0.0695971484103248,0.064164353694659,0.0571967496467787,0.0570210354942588,0.0540338949014208,0.0497737232035917,0.0443588585034892,6,"C1",1,0.00931913275009509,0,0,NA,107,84,69,0.785046728971963,1.27380952380952,0.785046728971963,1.73333185617821
"74","CA1910143",70472.02,250,190000,2517981.99,2467877.08,"y","y","n","Bin C",5158,24714,"C1","DISTRICT 16 - CENTRAL","SAN FERNANDO-CITY, WATER DEPT.","BM",NA,"N",356794.08,300480.76,911777.2,150297.57,245001.21,286649.52,342025.31,2593025.65,336540.36,294672.37,298059.12,381449.73,305964.3,432620.57,427570.63,2467877.08,298620.04,235310.96,1717321.54,190276.55,188883.8,343676.83,291711.55,3265801.27,276361.48,299965.22,389927.5,346292.1,412045.94,390170.17,403219.58,2517981.99,"WS indicated that the bi-monthly bill is broken down to monthly.",70472.02,0,70472.02,"A","N",250,190000,NA,"S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT16-CENTRAL\Complete\Survey_DISTRICT16-CA1910143-SANFERNANDO-CITY-WATERDEPT-COMPLETE.xlsx","single","91340",NA,NA,13,22,28,25,36,42,36,16,32,250,"Small/Medium",38.98,57426.42,36.75,70472.02,0,0,4.61785976340195,0.771015068531711,5,4,5,4.66666666666667,"extreme",1,1,10257557,0.00645855538506878,0.00649355397196428,0.00760873178672076,0.0759942157767195,0.0807474918248078,0.0814576999182164,0.0872163810544753,0.0854432493039035,0.0809370106351834,0.0732341043778748,1,"C1",1,0.0484683986041101,0,0,0,107,84,69,0.785046728971963,1.27380952380952,0.785046728971963,1.73333185617821
"75","CA4810004",3923300,406,65951.37,1906300,1956500,"y","y","n","Bin C",5145,9416,"C1","DISTRICT 04 - SAN FRANCISCO","CITY OF RIO VISTA","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,2724500,NA,NA,NA,NA,NA,NA,NA,1956500,NA,NA,NA,NA,NA,NA,NA,3409300,NA,NA,NA,NA,NA,NA,NA,1906300,NA,0,NA,3923300,"D","N",406,NA,"Covid 19 has affected the City in revenue in that we have A DECREASE IN Utility bills being paid, coupled by added labor cost with the sanitizing all expects of our daily routines. Additional cost to supply all employee Covid 19 related PPE. Customer service has declined with face to face contact, Cities facilities being closed to the public. Many of the customer service, meetings have been switched to zoom and social media. Ongoing infrastructure repairs and maintenance have taken on new and rather interesting procedure and additional cost in labor and time with all aspects needing PPE and social distancing in the work field. The concern of the public that Covid 19 can be transmitted through drinking water is an ongoing public service battle.","S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT04-SANFRANCISCO\Complete\Survey_DISTRICT04-CA4810004-CITYOFRIOVISTA - MP.xlsx","single","94571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406,"Small/Medium",38.65,66339.31,30.23,3923300,3923300,246.263514504444,246.263514504444,0.559147038981609,1,4,2,2.33333333333333,"medium",1,1,444255,0.00906011187268573,0.00881475729029499,0.00944727690177938,0.0709682502166548,0.0684269169733599,0.0658630741353502,0.0702839585373265,0.0705833361470327,0.0679654702817076,0.0624776310902522,4,"C1",1,0.0789115646258503,0,0,NA,107,84,69,0.785046728971963,1.27380952380952,0.785046728971963,1.73333185617821
"76","CA1510018",5781682.9,593,74049.07,3550992.94,3311631.22,"y","y","n","Bin C",5088,16886,"C1","DISTRICT 19 - TEHACHAPI","ROSAMOND CSD","M",NA,"N",278515.45,424973.52,495148.86,430679.5,353259.25,320868.14,424218.02,2727662.74,342785.85,373371.84,425780.88,477745.54,559694.46,684454.23,447798.42,3311631.22,344522.27,335309.94,521824.17,406124.28,337573.74,396877.3,321294.39,2663526.09,435346.55,456855.09,890540.91,430398.01,561217.43,428077.74,348557.21,3550992.94,NA,4965152.36,816530.54,5781682.9,"F","N",593,74049.07,NA,"S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT19-TEHACHAPI\Complete\Survey_DISTRICT19-CA1510018-ROSAMONDCSD-COMPLETE.xlsx","single","93560","413",81,45,23,7,7,2,5,4,0,6,593,"Small/Medium",25.43,61135.07,26.5,5781682.9,816530.54,65.603838541713,464.527133879135,1.33319247494212,3,2,0,1.66666666666667,"medium",1,1,927251,0.0219886524792101,0.0235847683097673,0.0243418448726397,0.0665515593943819,0.0697588894484881,0.0710066637835926,0.0770783746795636,0.0735227031300047,0.0687526894012517,0.0632072653467076,6,"C1",1,0.116548742138365,0,0,0,107,84,69,0.785046728971963,1.27380952380952,0.785046728971963,1.73333185617821
"77","CA0710002",1913130,67,1239428,4409510,1356046.97,"y","y","n","Bin C",5030,22295,"C1","DISTRICT 04 - SAN FRANCISCO","GOLDEN STATE WATER COMPANY - BAY POINT","M",NA,NA,361658.55,337652.46,374499.77,422758.88,420371.31,400789.38,416519.8,NA,403860.59,540448.42,604169.36,601230.02,593334.02,536778.48,517986.97,NA,377379.1,385253.45,421320.21,444464.51,433751.1,425781.72,NA,NA,436223.16,538804.33,586066.57,622668.36,608618.68,571916.6,NA,NA,"The water system's monthly expenses presented above do not include amounts for debt service, state income tax, or federal income tax as those costs are accounted for on an aggregate level after consolidation of Golden State Water Compay's individual water systems.",0,NA,NA,NA,NA,NA,NA,NA,"S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT04-SANFRANCISCO\Complete\Bay Point Small System Financial Impact Survey.xlsx","single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.71,49705.91,30.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1160099,0.00597018013117846,0.00591759841185968,0.00681234963567764,0.070207801230757,0.0671899553400184,0.0658521384812848,0.0686139717386189,0.0681347022969591,0.0649349753771014,0.0589492793287469,NA,"C1",1,NA,0,NA,NA,107,84,69,0.785046728971963,1.27380952380952,0.785046728971963,1.73333185617821
"78","CA3610015",2476116,59,30190,2123523,1936736,"y","y","n","Bin C",4950,8360,"DAVCL","DISTRICT 13 - SAN BERNARDINO","CRESTLINE VILLAGE CWD - DIVISION 10","M","Two billing cycles, half of the service area billed first half of month.",NA,NA,139917,246983,309680,321548,245644,337795,1601567,275332,368494,235876,273972,260655,265054,257353,1936736,NA,175775,298233,385324,315103,201869,352363,1728667,238446,352350,260774,266881,325918,359577,319577,2123523,"1. April 2019 and 2020, April included the whole fiscal year and was excluded from this report.",0,2476116,2476116,"F","N",59,30190,NA,"S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT13-SANBERNARDINO\Complete\Survey_DISTRICT13-CA3610015-CRESTLINEVILLAGECWD-DIVISION10completed.xlsx","single","28032",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Small/Medium",29.66,60824.34,33.98,2476116,2476116,306.530305721114,306.530305721114,1.22841646193281,1,2,0,1,"low",1,1,2217398,0.00705872378346152,0.00710066483328658,0.00788176051389962,0.0604325430076152,0.0638441993724176,0.0644733151197936,0.071314216031583,0.0706359435698959,0.0685447538060375,0.063525357197941,6,"DAVCL",1,0.0119191919191919,0,0,NA,107,84,69,0.785046728971963,1.27380952380952,0.785046728971963,1.45910921043437
"79","CA3910007",1088441,75,50039.4,2315775.19,2153833.14,"y","y","n","Bin C",4941,15930,"C1","DISTRICT 10 - STOCKTON","RIPON, CITY OF","M",NA,NA,126429.87,134762.61,105079.24,130480,181527.15,133753.64,146904.71,958937.22,228357.66,289059.07,-2890.58,655028.02,343395.68,337636,303247.29,2153833.14,139044.93,125154.55,106490.93,180580.39,109919.59,148149.74,215019.8,1024359.93,253964.23,315591.44,-13846.92,721356.19,368009.89,351907.75,318792.61,2315775.19,"Because we are cash basis, there are year-end adjustments that make June revenue smaller and July revenue larger.  However, these adjustments are done each year, so it should not affect the year to year analysis. 
June 2019 –an additional $737,090.17 was transferred to the capital fund.
June 2020 –an additional $867,605.28 was transferred to the capital fund.",0,1088441,1088441,"B","N",75,50039.4,"Due to Executive Order 42-20 signed April 2, 2020, we are unable to shut off utilities due to non-payment from customers.  Since then, we have been watching the number of delinquent accounts increase from 23 to 75! In addition, the amount owed by customer continues to increase and it is unknown if we will ever be able to collect these dollars.  Not being able to collect these numbers affects the revenue that we collect in the Water Fund and may also affect our debt service coverage ratio that we are required to keep in order to be in compliance with our bonds.","S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT10-STOCKTON\Complete\Survey_DISTRICT10-CA3910007-RIPON-CITYOF_COMPLETE.xlsx","single","95366","1",0,2,18,13,10,6,3,5,4,13,75,"Small/Medium",29.05,77752.8,26.3,1088441,1088441,227.387236827977,227.387236827977,2.26070458456921,1,0,4,1.66666666666667,"medium",1,1,782545,0.0151927365199445,0.014771035531503,0.0145691302097643,0.0729823843996192,0.0691129583602221,0.0680037569724425,0.0730092199170655,0.0713300832539982,0.0687180928892268,0.0632998741286444,2,"C1",1,0.0151791135397693,0,0,NA,107,84,69,0.785046728971963,1.27380952380952,0.785046728971963,1.73333185617821
