Water.System.No.,Unnamed,Regulating Agency,System Name,Fed Type,State Type,DS Class,Max TP Class,Fee Code,SC,Pop,Last SNSV,tag,log SC
1500599,2159,DISTRICT 12 - VISALIA,CHOCTAW VALLEY MUTUAL WATER CO.,C,C,D1,T1,SC,18,44,11/28/2018,Bin A,1.25527250510331
2710020,618,DISTRICT 05 - MONTEREY,PAJARO COMMUNITY SERVICES DISTRICT,C,C,D2,TD,SC,457,6500,2/11/2019,Bin A,2.65991620006985
5403212,1839,DISTRICT 24 - TULARE,MONSON WATER SYSTEM,C,C,D1,TD,DAVCS,32,140,1/17/2019,Bin A,1.5051499783199098
600012,1209,DISTRICT 21 - VALLEY,COLUSA CO. SERVICE AREA #1-CENTURY RANCH,C,C,D1,T2,SC,88,246,5/30/2019,Bin A,1.94448267215017
3901075,1685,LPA69 - SAN JOAQUIN COUNTY,FAIRWAY ESTATES PWS CSA-18,C,C,D1,There are no treatment plants,SC,41,68,12/6/2017,Bin A,1.6127838567197401
3610046,823,DISTRICT 13 - SAN BERNARDINO,VALLEY VIEW PARK MWC,C,C,D1,TD,SC,218,499,7/11/2017,Bin A,2.3384564936046
1200671,1008,DISTRICT 01 - KLAMATH,BENBOW-DEL ORO W.C.,C,C,D1,T2,SC,135,150,6/17/2020,Bin A,2.13033376849501
4900794,1669,DISTRICT 18 - SONOMA,SUNSET PARK COMMUNITY,C,C,D1,TD,SC,42,141,8/28/2017,Bin A,1.6232492903979001
3301879,792,DISTRICT 20 - RIVERSIDE,SHARONDALE MESA HOA,C,C,D1,TD,SC,243,330,9/25/2017,Bin A,2.38560627359831
400151,1469,LPA34 - BUTTE COUNTY,KEEFER CREEK ESTATES,C,C,D1,There are no treatment plants,SC,55,160,5/29/2019,Bin A,1.74036268949424
3110035,574,DISTRICT 02 - LASSEN,WEIMAR WATER COMPANY,C,C,D2,T3,SC,550,1500,3/28/2018,Bin A,2.74036268949424
4100538,1391,DISTRICT 17 - SANTA CLARA,CAMP JONES GULCH,C,C,D1,T2,SC,65,357,7/23/2019,Bin A,1.8129133566428601
1910160,467,DISTRICT 07 - HOLLYWOOD,TRACT 349 MUTUAL WATER CO.,C,C,D3,TD,DAVCS,919,7500,7/27/2018,Bin A,2.9633155113861096
1910158,859,LPA49 - LA COUNTY,STERLING MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,196,548,3/28/2019,Bin A,2.29225607135648
3100041,1026,LPA61 - PLACER COUNTY,ALPINE MEADOWS PROPERTY OWNERS ASSO,C,C,D1,T3,SC,129,250,12/11/2018,Bin A,2.1105897102992497
1400004,1699,LPA44 - INYO COUNTY,CHARLES BROWN WATER COMPANY,C,C,D1,T1,SC,40,242,9/24/2019,Bin A,1.6020599913279598
1500553,1991,DISTRICT 12 - VISALIA,RANCHOS DEL RIO,C,C,D1,There are no treatment plants,SC,24,62,3/25/2020,Bin A,1.38021124171161
3900983,1650,LPA69 - SAN JOAQUIN COUNTY,CHERRY LANE TRAILER PARK,C,C,D1,There are no treatment plants,SC,43,100,12/15/2017,Bin A,1.6334684555795902
4900644,1850,DISTRICT 18 - SONOMA,BRIDGEHAVEN PARK,C,C,D1,T2,SC,31,70,3/21/2019,Bin A,1.49136169383427
5400718,1552,DISTRICT 24 - TULARE,WILLIAMS MUTUAL WATER CO,C,C,D1,There are no treatment plants,SC,50,180,12/10/2019,Bin A,1.69897000433602
1900062,2050,LPA49 - LA COUNTY,LOS ANGELES RESIDENTIAL COMMUNITY FOUNDA,C,C,D1,There are no treatment plants,SC,22,184,5/4/2020,Bin A,1.34242268082221
4800589,2286,DISTRICT 04 - SAN FRANCISCO,CRESTA MESA PARQUE,C,C,D1,There are no treatment plants,SC,14,25,9/26/2018,Bin A,1.14612803567824
3900505,1256,LPA69 - SAN JOAQUIN COUNTY,FARMINGTON WATER COMPANY,C,C,D1,There are no treatment plants,SC,82,270,7/7/2017,Bin A,1.91381385238372
5200575,2319,LPA82 - TEHAMA COUNTY,RANCHO COLORADO WS,C,C,D1,There are no treatment plants,SC,12,36,2/27/2018,Bin A,1.07918124604762
3103836,934,LPA61 - PLACER COUNTY,HIDDEN VALLEY COMMUNITY ASSOCIATION,C,C,D1,There are no treatment plants,SC,164,499,12/18/2019,Bin A,2.2148438480477
2300596,2125,DISTRICT 03 - MENDOCINO,BIG RIVER VISTA MUTUAL WATER COMPANY,C,C,D1,T1,SC,19,36,2/26/2018,Bin A,1.27875360095283
2700691,2214,LPA57 - MONTEREY COUNTY,PESANTE RD WS #06,C,C,D1,There are no treatment plants,SC,16,48,10/15/2018,Bin A,1.20411998265592
5301103,1673,DISTRICT 01 - KLAMATH,COVINGTON MILL - A,C,C,NR,There are no treatment plants,SC,42,58,10/9/2018,Bin A,1.6232492903979001
2300507,903,DISTRICT 03 - MENDOCINO,CALPELLA COUNTY WATER DISTRICT,C,C,D1,There are no treatment plants,DAVCS,176,548,7/3/2019,Bin A,2.24551266781415
5500060,950,DISTRICT 11 - MERCED,MI WUK HEIGHTS MWC,C,C,D1,There are no treatment plants,SC,158,352,11/13/2018,Bin A,2.19865708695442
4000789,2386,LPA70 - SAN LUIS OBISPO COUNTY,SPANISH LAKES MUTUAL WATER CO,C,C,D1,There are no treatment plants,SC,1,40,4/11/2018,Bin A,0.0
3301107,877,LPA63 - RIVERSIDE COUNTY,CARVER TRACT MUTUAL WATER COMP,C,C,D1,There are no treatment plants,SC,188,300,8/14/2019,Bin A,2.2741578492636805
4300716,2059,DISTRICT 17 - SANTA CLARA,LUPIN LODGE,C,C,D1,T2,SC,22,300,8/7/2018,Bin A,1.34242268082221
5500096,1609,DISTRICT 11 - MERCED,SIERRA TWAIN HARTE MHP,C,C,D1,TD,SC,46,129,8/9/2019,Bin A,1.66275783168157
3710802,2351,DISTRICT 14 - SAN DIEGO,LA CIMA FIRE CENTER,C,C,D1,T1,SC,8,90,10/25/2017,Bin A,0.9030899869919442
1503509,2369,DISTRICT 12 - VISALIA,THE ANNE SIPPI CLINIC-RIVERSIDE RANCH,C,C,D1,TD,SC,2,35,11/28/2018,Bin A,0.30102999566398103
5200574,1775,DISTRICT 21 - VALLEY,DEL ORO WC - LARKSPUR MEADOWS,C,C,D1,There are no treatment plants,SC,35,122,5/6/2020,Bin A,1.5440680443502801
4410001,558,DISTRICT 05 - MONTEREY,BIG BASIN WATER COMPANY,C,C,D3,T2,SC,593,1650,10/17/2018,Bin A,2.7730546933642595
3700905,798,DISTRICT 14 - SAN DIEGO,PINE HILLS MUTUAL WATER COMPANY,C,C,D1,T2,SC,236,760,7/17/2018,Bin A,2.37291200297011
1610006,666,DISTRICT 12 - VISALIA,STRATFORD PUD,C,C,D2,TD,DAVCS,364,1301,11/13/2018,Bin A,2.56110138364906
1500591,2250,DISTRICT 19 - TEHACHAPI,SWEET WATER CO-OP,C,C,D1,There are no treatment plants,SC,15,47,10/31/2018,Bin A,1.1760912590556798
1500447,1426,DISTRICT 19 - TEHACHAPI,SIERRA BREEZE MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,60,150,12/20/2018,Bin A,1.7781512503836399
1502164,1473,DISTRICT 12 - VISALIA,LLANAS CAMP FOUR WATER SYSTEM,C,C,D1,TD,DAVCS,55,54,12/14/2017,Bin A,1.74036268949424
2800040,2370,LPA58 - NAPA COUNTY,MONDAVI FARM WORKER CENTER,C,C,D1,TD,SC,2,63,4/28/2020,Bin A,0.30102999566398103
1500252,1578,DISTRICT 19 - TEHACHAPI,KERN VALLEY MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,47,47,4/12/2018,Bin A,1.6720978579357202
1503226,1356,DISTRICT 19 - TEHACHAPI,QVWD-WEST & EAST COMBINED WATER SYSTEM,C,C,D1,TD,SC,68,205,12/19/2018,Bin A,1.8325089127062402
4100551,2345,DISTRICT 17 - SANTA CLARA,MARCHI CENTRAL FARM,C,C,D1,TD,SC,9,50,2/19/2020,Bin A,0.9542425094393249
2701403,2189,LPA57 - MONTEREY COUNTY,PINE ST WS #01,C,C,D1,There are no treatment plants,SC,17,36,9/11/2017,Bin A,1.23044892137827
3500912,1803,DISTRICT 05 - MONTEREY,COMSTOCK MUTUAL WATER COMPANY,C,C,D1,TD,SC,33,100,7/10/2019,Bin A,1.5185139398778897
3410022,851,DISTRICT 09 - SACRAMENTO,OLYMPIA MOBILODGE,C,C,D1,There are no treatment plants,SC,200,450,5/31/2019,Bin A,2.30102999566398
5400647,1838,DISTRICT 24 - TULARE,YOKOHL MUTUAL WATER CO,C,C,D1,There are no treatment plants,SC,32,95,1/24/2020,Bin A,1.5051499783199098
4100522,2299,DISTRICT 17 - SANTA CLARA,REDWOOD GLEN CAMP & CONFERENCE CTR,C,C,D1,T2,SC,13,169,1/22/2019,Bin A,1.11394335230684
1400155,2310,DISTRICT 13 - SAN BERNARDINO,CONTROL GORGE POWER PLANT,C,C,D1,T3,SC,12,47,10/23/2019,Bin A,1.07918124604762
3400397,1902,LPA64 - SACRAMENTO COUNTY,LAGUNA VILLAGE RV PARK,C,C,,There are no treatment plants,SC,28,32,1/15/2020,Bin A,1.44715803134222
5500363,2042,DISTRICT 11 - MERCED,TUD-WARDS FERRY RANCHES,C,C,D1,TD,SC,23,55,11/15/2018,Bin A,1.3617278360175902
1500540,1726,DISTRICT 19 - TEHACHAPI,PINON VALLEY WATER COMPANY,C,C,D1,T1,DAVCS,38,109,8/23/2017,Bin A,1.57978359661681
5510011,577,DISTRICT 11 - MERCED,COLD SPRINGS WATER CO,C,C,D1,T2,DAVCS,533,201,11/13/2018,Bin A,2.7267272090265697
2701731,1948,LPA57 - MONTEREY COUNTY,BRANDON CREEK MWS,C,C,D1,T2,SC,26,41,10/19/2017,Bin A,1.41497334797082
3301381,1286,LPA63 - RIVERSIDE COUNTY,CSA 51,C,C,D1,T1,SC,77,350,6/10/2020,Bin A,1.88649072517248
3310047,463,DISTRICT 20 - RIVERSIDE,CABAZON WATER DISTRICT,C,C,D2,Operator is not required,DAVCS,933,2535,10/11/2017,Bin A,2.9698816437465
2800521,875,LPA58 - NAPA COUNTY,CIRCLE OAKS WATER DISTRICT,C,C,D1,T2,SC,190,500,5/5/2020,Bin A,2.27875360095283
4300611,1751,DISTRICT 17 - SANTA CLARA,CASA DE FRUTA WATER SYSTEM,C,C,D1,T1,SC,37,250,9/6/2017,Bin A,1.56820172406699
1600293,2364,LPA46 - KINGS COUNTY,CHAMPIONS- SAMUEL'S HOUSE,C,C,D1,T1,SC,3,50,9/12/2019,Bin A,0.47712125471966205
1500544,1207,DISTRICT 12 - VISALIA,ENOS LANE PUBLIC UTILITY DISTRICT,C,C,D1,TD,SC,89,365,7/27/2018,Bin A,1.94939000664491
1700592,1147,DISTRICT 03 - MENDOCINO,KONOCTI SHORES,C,C,D1,TD,SC,99,99,2/5/2020,Bin A,1.9956351945975501
1300591,2348,LPA43 - IMPERIAL COUNTY,IID DROP FOUR,C,C,D1,T1,SC,8,28,5/9/2019,Bin A,0.9030899869919442
2300545,1583,DISTRICT 03 - MENDOCINO,SHORELANDS ROAD & WATER COMPANY,C,C,D1,TD,SC,47,85,4/29/2019,Bin A,1.6720978579357202
1000005,1364,DISTRICT 23 - FRESNO,BIG CREEK COMMUNITY SERV DIST,C,C,D1,TD,SC,67,124,7/19/2018,Bin A,1.82607480270083
2400172,2316,DISTRICT 11 - MERCED,JOHN LATORACCA CORRECTIONAL FACILITY,C,C,D1,T2,SC,12,800,8/22/2018,Bin A,1.07918124604762
1910010,526,DISTRICT 22 - ANGELES,CALIFORNIA WATER SERVICE CO.-LANCASTER,C,C,D2,TD,SC,670,4806,6/7/2018,Bin A,2.82607480270083
500091,2292,LPA35 - CALAVERAS COUNTY,RITE OF PASSAGE/SIERRA RIDGE,C,C,TD,T2,SC,13,150,7/30/2020,Bin A,1.11394335230684
1910242,845,DISTRICT 22 - ANGELES,CALIFORNIA WATER SERVICE CO-LAKE HUGHES,C,C,D2,T2,SC,202,260,6/7/2018,Bin A,2.30535136944662
4600019,1015,DISTRICT 02 - LASSEN,SIERRA CO. W.W.D #1 CALPINE,C,C,D1,T1,SC,134,225,9/3/2019,Bin A,2.12710479836481
5301101,1837,DISTRICT 01 - KLAMATH,TREASURE CREEK WOODS MWC,C,C,D1,TD,SC,32,131,5/25/2017,Bin A,1.5051499783199098
3600222,783,DISTRICT 13 - SAN BERNARDINO,JUNIPER RIVIERA CWD,C,C,D1,TD,SC,250,441,12/3/2013,Bin A,2.39794000867204
5200555,2197,LPA82 - TEHAMA COUNTY,RIO RANCH COMMUNITY SVCS DIST,C,C,D1,There are no treatment plants,SC,17,44,2/13/2015,Bin A,1.23044892137827
3610022,511,DISTRICT 13 - SAN BERNARDINO,DWP - FAWNSKIN,C,C,D1,T2,DAVCS,717,469,12/14/2017,Bin A,2.8555191556677997
3500527,2191,DISTRICT 05 - MONTEREY,VALENZUELA WATER SYSTEM,C,C,D1,T2,DAVCS,17,55,6/7/2018,Bin A,1.23044892137827
5601104,1235,DISTRICT 06 - SANTA BARBARA,CASITAS MUTUAL WATER COMPANY,C,C,D1,TD,SC,85,238,10/5/2018,Bin A,1.9294189257142902
4100583,2327,DISTRICT 17 - SANTA CLARA,BIANCHI FLOWERS INC,C,C,D1,TD,SC,11,65,9/29/2017,Bin A,1.04139268515823
2702405,1949,LPA57 - MONTEREY COUNTY,JENSEN MHP WS,C,C,D1,There are no treatment plants,SC,26,56,7/17/2017,Bin A,1.41497334797082
2702521,933,DISTRICT 05 - MONTEREY,SANTA LUCIA PRESERVE WS,C,C,D1,T2,SC,164,2184,12/19/2017,Bin A,2.2148438480477
2600532,1820,LPA56 - MONO COUNTY,LUNDY MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,32,70,3/20/2018,Bin A,1.5051499783199098
2600621,1645,LPA56 - MONO COUNTY,WHITE MOUNTAIN MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,43,142,5/29/2019,Bin A,1.6334684555795902
3110048,861,DISTRICT 02 - LASSEN,PLACER CSA - SHERIDAN,C,C,D1,TD,SC,195,726,5/14/2019,Bin A,2.29003461136252
5410801,1155,DISTRICT 24 - TULARE,PORTERVILLE DEVELOPMENTAL CENTER,C,C,D2,T2,SC,99,1327,5/30/2018,Bin A,1.9956351945975501
4000230,1490,LPA70 - SAN LUIS OBISPO COUNTY,CANYON CREST MUTUAL BENEFIT WC,C,C,D1,There are no treatment plants,SC,54,125,4/5/2018,Bin A,1.73239375982297
1200587,1939,DISTRICT 01 - KLAMATH,BRICELAND C.S.D.,C,C,D1,T2,SC,26,75,1/30/2020,Bin A,1.41497334797082
5400735,1779,DISTRICT 24 - TULARE,RODRIGUEZ LABOR CAMP,C,C,D1,There are no treatment plants,SC,35,110,8/17/2018,Bin A,1.5440680443502801
1000023,1680,DISTRICT 23 - FRESNO,FCSA #14/BELMONT MANOR,C,C,D1,There are no treatment plants,SC,41,115,8/8/2017,Bin A,1.6127838567197401
1600023,2069,DISTRICT 12 - VISALIA,AZCAL MANAGEMENT CO,C,C,D1,T2,SC,21,73,12/28/2017,Bin A,1.32221929473392
4000775,2226,LPA70 - SAN LUIS OBISPO COUNTY,MUSTANG SPRINGS MUTUAL WATER,C,C,D1,T1,SC,16,30,5/22/2019,Bin A,1.20411998265592
2701687,1604,LPA57 - MONTEREY COUNTY,VALLEY OAKS MHP WS,C,C,D1,There are no treatment plants,SC,46,120,7/25/2017,Bin A,1.66275783168157
1000484,708,DISTRICT 23 - FRESNO,FCSA #34/ MILLERTON NEW TOWN,C,C,D1,T2,SC,315,868,10/3/2019,Bin A,2.4983105537896
1502620,2160,DISTRICT 12 - VISALIA,POND MUTUAL WATER COMPANY,C,C,D1,T1,DAVCS,18,48,7/29/2020,Bin A,1.25527250510331
1000551,1354,DISTRICT 23 - FRESNO,FCSA #43/RAISIN CITY,C,C,D1,There are no treatment plants,DAVCS,68,190,9/17/2018,Bin A,1.8325089127062402
510005,567,DISTRICT 10 - STOCKTON,CCWD - WEST POINT,C,C,D2,T3,SC,574,988,4/11/2019,Bin A,2.75891189239797
3610045,733,DISTRICT 13 - SAN BERNARDINO,LACSD - RIMFOREST,C,C,D1,There are no treatment plants,SC,296,820,10/7/2014,Bin A,2.47129171105894
1502600,2019,DISTRICT 12 - VISALIA,WEGIS MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,23,51,10/30/2018,Bin A,1.3617278360175902
1400078,2246,LPA44 - INYO COUNTY,SCE BISHOP CREEK PLANT 4,C,C,D1,There are no treatment plants,SC,15,38,6/23/2017,Bin A,1.1760912590556798
4300550,2005,DISTRICT 17 - SANTA CLARA,VISTA GRANDE WATER USERS ASSOCIATION,C,C,D1,There are no treatment plants,SC,24,60,11/4/2019,Bin A,1.38021124171161
5800924,1236,LPA88 - YUBA COUNTY,CAMPTONVILLE COMMUNITY SERV DIST,C,C,D1,T2,SC,85,180,6/24/2020,Bin A,1.9294189257142902
2702026,2000,LPA57 - MONTEREY COUNTY,APRICOT LN WS,C,C,D1,There are no treatment plants,SC,24,53,9/26/2016,Bin A,1.38021124171161
1210017,669,DISTRICT 01 - KLAMATH,MANILA COMMUNITY SERVICES DIST.,C,C,D1,There are no treatment plants,DAVCS,357,750,7/3/2018,Bin A,2.55266821611219
5200527,2041,LPA82 - TEHAMA COUNTY,HUNTER'S FISHING RESORT,C,C,D1,There are no treatment plants,SC,23,50,10/24/2016,Bin A,1.3617278360175902
1900100,1157,LPA49 - LA COUNTY,METTLER VALLEY MUTUAL,C,C,D1,T1,SC,98,135,5/8/2020,Bin A,1.99122607569249
2701959,2134,LPA57 - MONTEREY COUNTY,TIERRA VISTA MWC,C,C,D1,T2,SC,19,54,9/2/2016,Bin A,1.27875360095283
4901309,2236,DISTRICT 18 - SONOMA,HILTON MUTUAL WATER COMPANY,C,C,D1,TD,SC,16,98,2/25/2015,Bin A,1.20411998265592
5700707,2328,LPA87 - YOLO COUNTY,ROLLING ACRES MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,11,40,12/12/2019,Bin A,1.04139268515823
4800574,2346,DISTRICT 04 - SAN FRANCISCO,DANA RANCH,C,C,D1,T1,SC,9,34,8/9/2018,Bin A,0.9542425094393249
1400007,829,DISTRICT 13 - SAN BERNARDINO,SIERRA HIGHLAND CSD,C,C,D1,There are no treatment plants,SC,215,600,5/31/2017,Bin A,2.33243845991561
4910003,580,DISTRICT 18 - SONOMA,PENNGROVE WATER COMPANY (PUC),C,C,D2,There are no treatment plants,SC,517,1706,1/3/2017,Bin A,2.71349054309394
4900793,1887,DISTRICT 18 - SONOMA,VINEHILL VISTAS MUTUAL WATER COMPANY,C,C,D1,TD,SC,29,60,2/7/2013,Bin A,1.4623979978989599
5610081,545,DISTRICT 06 - SANTA BARBARA,CAL AMERICAN WC - LAS POSAS ESTATES,C,C,D2,There are no treatment plants,SC,621,2049,7/10/2018,Bin A,2.79309160017658
510019,1112,DISTRICT 10 - STOCKTON,CCWD - WALLACE,C,C,D1,T2,SC,106,340,4/24/2018,Bin A,2.02530586526477
3610030,635,DISTRICT 13 - SAN BERNARDINO,MARIANA RANCHOS CWD,C,C,D2,There are no treatment plants,SC,420,1386,3/1/2018,Bin A,2.6232492903979
3610060,583,DISTRICT 13 - SAN BERNARDINO,BDVWA - GOAT MOUNTAIN ID,C,C,D2,TD,DAVCS,512,923,1/14/2020,Bin A,2.70926996097583
2100519,986,DISTRICT 18 - SONOMA,ESTERO MUTUAL,C,C,D1,T2,SC,145,186,5/20/2015,Bin A,2.16136800223497
1500406,801,DISTRICT 19 - TEHACHAPI,TRADEWIND WATER ASSOC.,C,C,D1,TD,SC,234,632,6/20/2018,Bin A,2.36921585741014
4300994,1027,DISTRICT 17 - SANTA CLARA,COYOTE VALLEY RV RESORT,C,C,D1,TD,SC,129,500,9/25/2019,Bin A,2.1105897102992497
4100510,2227,DISTRICT 17 - SANTA CLARA,REDWOOD TERRACE MUTUAL,C,C,D1,T1,SC,16,43,6/28/2018,Bin A,1.20411998265592
1500398,1815,DISTRICT 19 - TEHACHAPI,FRONTIER TRAILS HOMEOWNERS ASSOC INC.,C,C,D1,TD,SC,32,32,2/21/2020,Bin A,1.5051499783199098
4810013,648,DISTRICT 04 - SAN FRANCISCO,RURAL NORTH VACAVILLE WATER DISTRICT,C,C,D1,TD,SC,398,1130,4/17/2017,Bin A,2.59988307207369
1100711,1569,DISTRICT 21 - VALLEY,BUTTE CITY COMMUNITY S.D.,C,C,D1,TD,SC,48,75,9/24/2019,Bin A,1.6812412373755903
2000737,1783,LPA50 - MADERA COUNTY,MD 42 STILL MEADOW,C,C,D1,TD,SC,34,100,6/3/2019,Bin A,1.5314789170422598
5500019,1655,DISTRICT 11 - MERCED,JENNESS PARK CHRISTIAN CAMP,C,C,D1,There are no treatment plants,SC,43,525,11/7/2018,Bin A,1.6334684555795902
2701918,1843,LPA57 - MONTEREY COUNTY,LOMAS DEL SOL MWS,C,C,D1,There are no treatment plants,SC,31,93,7/19/2018,Bin A,1.49136169383427
5000005,1001,LPA80 - STANISLAUS COUNTY,CROWS LANDING COMM SVC DISTRICT,C,C,D1,There are no treatment plants,SC,138,500,5/22/2019,Bin A,2.13987908640124
4300771,1100,DISTRICT 17 - SANTA CLARA,NEW AVENUE MUTUAL WATER COMPANY,C,C,D1,T1,SC,108,269,5/8/2019,Bin A,2.03342375548695
3301031,910,DISTRICT 20 - RIVERSIDE,BANNING HTS. MUTUAL WATER CO.,C,C,D2,T2,SC,173,561,12/18/2018,Bin A,2.2380461031288
2010012,1178,DISTRICT 11 - MERCED,CAL AM - RAYMOND,C,C,D1,T3,DAVCS,93,307,10/23/2018,Bin A,1.9684829485539401
3301990,1080,LPA63 - RIVERSIDE COUNTY,AMEZCUA - GARCIA WATER,C,C,D1,There are no treatment plants,SC,113,316,1/16/2019,Bin A,2.05307844348342
3510004,456,DISTRICT 05 - MONTEREY,AROMAS WATER DISTRICT,C,C,D2,T1,SC,964,2988,11/1/2019,Bin A,2.98407703390283
2410700,1013,DISTRICT 11 - MERCED,CASTLE AIRPORT,C,C,D2,TD,SC,134,1650,10/11/2017,Bin A,2.12710479836481
2700663,2101,LPA57 - MONTEREY COUNTY,MURPHY HILL WS #02,C,C,D1,There are no treatment plants,SC,20,60,8/22/2017,Bin A,1.30102999566398
1500525,1331,DISTRICT 19 - TEHACHAPI,LAKEVIEW RANCHOS MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,71,120,2/2/2018,Bin A,1.8512583487190801
