DOMAINVALUE	STRATUM	ID	Y1	Y2	Y3	X1	X2	LABEL
1	13*2	AMERICAN WATER O&M, LLC - VAFB	19.49	63818.92	34.92	13	2	6
1	13*2	MCFARLAND, CITY OF	41.42	34697.33	42.3	13	2	6
1	13*2	CITY OF SAN JOSE - NSJ/ALVISO	24.68	134071.1	23.77	13	2	6
1	13*3	SBDNO COUNTY SERVICE AREA 64	23.97	86373.98	30.66	13	3	7
1	13*3	LINCOLN AVENUE WATER CO.	18.68	92218.48	33.72	13	3	7
1	13*3	RIPON, CITY OF	29.05	77752.8	26.3	13	3	7
1	13*3	OLIVEHURST PUBLIC U.D.	33.7	41040.52	29.34	13	3	7
1	13*3	CALIFORNIA CITY, CITY OF	22.38	47383.17	31.11	13	3	7
1	13*3	NEVADA ID - LOMA RICA	6.53	75017.42	34.34	13	3	7
1	13*3	MENLO PARK MUNICIPAL WATER	13.75	122508.95	32.38	13	3	7
1	13*3	CAL AM FRUITRIDGE VISTA	48.93	34329.35	38.13	13	3	7
1	13*3	RIO LINDA/ELVERTA COMMUNITY WATER DIST	22.32	63121.53	31.86	13	3	7
1	13*3	GROVER BEACH WATER DEPARTMENT	14.69	68460.1	30.78	13	3	7
1	13*3	CITY OF MODESTO - SALIDA	50.3	73974.97	34.72	13	3	7
1	13*3	TRABUCO CANYON WATER DISTRICT	5.32	149976.23	33.56	13	3	7
1	13*3	CALIFORNIA MENS COLONY	9.84	128000	25.8	13	3	7
1	13*3	US ARMY FORT IRWIN	22.49	53333	31.2	13	3	7
1	13*3	NIPOMO COMM SERVICES DIST	16.65	77830.32	28.98	13	3	7
1	13*3	CARPINTERIA VALLEY WATER DISTRICT	16.82	80371.71	34.57	13	3	7
1	13*3	CITY OF LIVINGSTON	44.54	48434.88	31.06	13	3	7
1	13*3	CITY OF LA PALMA	22.97	132345.87	24.47	13	3	7
1	13*3	LOS ANGELES CWWD 40, REG. 38-LAKE LA	18.67	37345.69	28.13	13	3	7
1	13*3	FILLMORE WATER DEPT	25.13	68444.28	34.18	13	3	7
1	13*3	NORWALK - CITY, WATER DEPT.	46.89	59409.37	35.62	13	3	7
1	13*3	WESTBOROUGH COUNTY WATER DIST	16.58	123878.65	28.1	13	3	7
1	13*3	CITY OF CUPERTINO	11.63	173373.05	24.28	13	3	7
1	14*2	PINEDALE COUNTY WATER DISTRICT	42.05	47854.45	31.17	14	2	1
1	14*2	USMC - 29 PALMS	10.4	41014	31.7	14	2	1
1	14*3	NEVADA ID - E. GEORGE, BANNER MOUNTAIN	28.73	45345.42	37.98	14	3	2
1	14*3	IMPERIAL, CITY OF	37.09	80568	26.4	14	3	2
1	14*3	EL SEGUNDO-CITY, WATER DEPT.	16.59	101464.69	26.88	14	3	2
1	14*3	MOUNTAIN HOUSE COMMUNITY SERVICES DIST.	40.34	123603.8	28.9	14	3	2
1	14*3	SAN LORENZO VALLEY WATER DIST	7.83	96625.15	34.54	14	3	2
1	14*3	SUNNYSLOPE COUNTY WATER DIST	24.45	93259.44	28.87	14	3	2
1	14*3	MCKINLEYVILLE C.S.D.	8.33	51798.05	33.66	14	3	2
1	14*3	CORCORAN, CITY OF	36.94	39193.46	33.6	14	3	2
1	14*3	RIVERSIDE HIGHLAND WATER COMPANY	37.81	59866.07	36.11	14	3	2
1	14*3	COALINGA-CITY	34.9	59836.72	24.89	14	3	2
1	14*3	TEMESCAL VALLEY WATER DISTRICT	25.56	94299.16	34.9	14	3	2
1	14*3	ROSAMOND CSD	25.43	61135.07	26.5	14	3	2
1	14*3	ORANGE VALE WATER COMPANY	12.77	77601.75	29.99	14	3	2
1	14*3	CAL/AM WATER COMPANY - BALDWIN HILLS	28.67	93310.19	33.48	14	3	2
1	14*3	SOLEDAD, CITY OF	25.04	70018.46	38.4	14	3	2
1	14*3	AMERICAN CANYON, CITY OF	16.69	94634.36	33.19	14	3	2
1	14*3	TOWN OF DISCOVERY BAY	12.1	111206.38	26.77	14	3	2
1	14*3	QUARTZ HILL WATER DIST.	17.27	76953.69	29.85	14	3	2
1	14*3	LOMITA-CITY, WATER DEPT.	27.01	72684.99	31.65	14	3	2
1	14*4	ARROYO GRANDE, WATER DEPARTMENT	6.96	78874.04	29.43	14	4	1
1	14*4	HOLLISTER, CITY OF	33.72	73716.77	29.3	14	4	1
1	14*4	BELLA VISTA WATER DISTRICT	8.16	64146.01	33.84	14	4	1
1	14*4	COASTSIDE COUNTY WATER DISTRICT	12.69	126301.11	30.95	14	4	1
1	14*4	CALIFORNIA WATER SERVICE CO - WESTLAKE	10.55	122682.25	34.2	14	4	1
1	14*4	SCWA MATHER-SUNRISE	26.37	107454.63	27.75	14	4	1
1	14*4	SANTA FE SPRINGS - CITY, WATER DEPT.	47.62	66369.62	31.1	14	4	1
1	15*2	CAMP PENDLETON (NORTH)	11.95	113648.4	31.71	15	2	5
1	15*3	PICO WD	43.11	61574.68	33.12	15	3	8
1	15*3	PORT HUENEME WATER DEPT	30.02	69392.1	30.62	15	3	8
1	15*3	CITY OF EAST PALO ALTO	42.3	79312.86	33.09	15	3	8
1	15*3	LOMA LINDA, CITY OF	37.31	53033.78	33.18	15	3	8
1	15*3	WASCO, CITY OF	43.22	36484.14	37.4	15	3	8
1	15*3	BRAWLEY, CITY OF	37.74	53313.74	30.28	15	3	8
1	15*3	ORCHARD DALE WATER DISTRICT	32.41	74463.47	32.09	15	3	8
1	15*3	CITY OF SEAL BEACH	19.09	97103.22	31.84	15	3	8
1	15*3	GSWC-SOUTH SAN GABRIEL	37.51	48325.59	39.63	15	3	8
1	15*3	SAN FERNANDO-CITY, WATER DEPT.	38.98	57426.42	36.75	15	3	8
1	15*3	GOLDEN STATE WATER COMPANY - BAY POINT	40.71	49705.91	30.97	15	3	8
1	15*3	MONTEBELLO LAND & WATER CO.	45.64	49085.26	34.21	15	3	8
1	15*3	CITY OF SOUTH PASADENA	11.88	103204.01	26.04	15	3	8
1	15*3	CITY OF SANGER	42.27	45121.35	36.66	15	3	8
1	15*4	CITY OF MILLBRAE	14.25	120836.45	28.83	15	4	3
1	15*4	CITY OF LATHROP	55.63	79974.41	26.82	15	4	3
1	15*4	VALLEY OF THE MOON WATER DISTRICT	15.38	78512.25	30.63	15	4	3
1	15*4	PATTERSON, CITY OF	43.47	60084.47	32.17	15	4	3
1	15*4	CWS - SELMA	54.94	43022.58	38.18	15	4	3
1	15*4	PLACER CWA - AUBURN/BOWMAN	15.31	66568.89	32.44	15	4	3
1	15*4	LEMOORE, CITY OF	32.7	58615.79	29.98	15	4	3
1	15*4	VALLEY CENTER MWD	11.2	93525.72	29.89	15	4	3
1	15*4	SANTA FE I.D.	7.42	116770.45	33.18	15	4	3
1	15*4	RINCON DEL DIABLO MWD (ID-1)	17.58	75831.47	34.45	15	4	3
1	15*4	REEDLEY, CITY OF	47.28	43066.57	39.18	15	4	3
1	15*4	CWS - NORTH GARDEN	23.6	85052.13	29.98	15	4	3
1	15*4	LIBERTY UTILITIES - COMPTON	57.78	58145.82	34.28	15	4	3
1	15*4	GALT, CITY OF	21.5	79851.97	29.22	15	4	3
1	15*4	CITY OF BENICIA	15.45	104831	34.56	15	4	3
1	15*4	PHELAN PINON HILLS CSD	18.57	54865.38	37.14	15	4	3
1	15*4	GSWC-SOUTH ARCADIA	31.29	72406.28	35.98	15	4	3
1	15*4	CAL-AM WATER COMPANY - DUARTE	36.94	66613.96	35.57	15	4	3
1	15*4	RIVERBANK, CITY OF	51.7	58021.07	28.54	15	4	3
1	15*4	WINDSOR, TOWN OF	17.02	91779.48	30.98	15	4	3
1	15*4	WEST KERN WATER DISTRICT	36.72	44593.57	33.19	15	4	3
1	15*4	OAKDALE, CITY OF	39.33	57981.33	31.6	15	4	3
1	15*4	MID-PENINSULA WATER DISTRICT	8.63	144130.87	28.5	15	4	3
1	15*4	LAGUNA BEACH COUNTY WD	7.5	120268.15	31.17	15	4	3
1	16*2	SAN JOSE STATE UNIVERSITY	29.48	56146.5	34.74	16	2	7
1	16*2	VERNON-CITY, WATER DEPT.	43.83	43759.73	29.77	16	2	7
1	16*2	STANFORD UNIVERSITY	8.16	78372.78	36.37	16	2	7
1	16*3	SUNNY SLOPE WATER CO.	20.68	76181.54	36.93	16	3	6
1	16*3	LIBERTY UTILITIES - LYNWOOD	50.55	49751.23	38.39	16	3	6
1	16*4	GOLDEN STATE WATER CO - BARSTOW	45.5	39501.06	33.27	16	4	4
1	16*4	FALLBROOK PUD	20.28	61582.13	35	16	4	4
1	16*4	GSWC - CULVER CITY	28.66	90032.9	28.79	16	4	4
1	16*4	CRESCENTA VALLEY CWD	19.52	89816.73	33.46	16	4	4
1	16*4	SANTA PAULA WATER SYSTEM	25.15	50851.54	35.11	16	4	4
1	16*4	LA VERNE, CITY WD	23.41	86971.23	33.75	16	4	4
1	16*4	SUISUN-SOLANO WATER AUTHORITY	20.31	73325.13	29.96	16	4	4
1	16*4	RAMONA MUNICIPAL WD	13.11	87133.42	31.45	16	4	4
1	16*4	ESTERO MUNICIPAL IMPROVEMENT DISTRICT	9.81	148435.18	25.18	16	4	4
1	16*4	LAKESIDE WD	20.17	76955.95	32.45	16	4	4
1	16*4	RUBIDOUX COMMUNITY SD	50.21	58947.74	33.81	16	4	4
1	16*4	CITY OF BURLINGAME	10.73	127461.57	26.55	16	4	4
1	16*4	ALCO WATER SERVICE	23.65	59274.22	33.36	16	4	4
1	16*4	COVINA-CITY, WATER DEPT.	28.86	65337.8	33.07	16	4	4
1	16*4	LOS ANGELES CWWD 29 & 80-MALIBU	23.12	111981.84	31.1	16	4	4
1	16*4	CAMROSA WATER DISTRICT	13.43	120758.58	32.16	16	4	4
1	16*4	CITY OF LIVERMORE	16.96	114738.98	31.43	16	4	4
1	16*4	MARINA COAST WATER DISTRICT	25.78	67470.95	32.57	16	4	4
1	16*4	CITY OF MARTINEZ	17.57	100001.8	27.52	16	4	4
1	17*3	HAWTHORNE-CITY WATER DEPT.	45.86	49406.29	34.46	17	3	8
1	17*4	PICO RIVERA - CITY, WATER DEPT.	43.54	66684.07	31.23	17	4	3
1	17*4	EL TORO WATER DISTRICT	17.79	85331.51	38.69	17	4	3
1	17*4	SAN GABRIEL COUNTY WD	34.64	60986.68	35.67	17	4	3
1	17*4	RAINBOW MUNICIPAL WD	14.68	87072.08	36.16	17	4	3
1	17*4	CALEXICO, CITY OF	45.46	36084.52	41.2	17	4	3
1	17*4	GSWC - NORWALK	46.6	68134.31	31.19	17	4	3
1	17*4	ROHNERT PARK, CITY OF	14.43	67171.23	37.43	17	4	3
1	17*4	LOMPOC-CITY WATER UTILITY DIV	22.2	49648.61	32.94	17	4	3
1	17*4	COACHELLA WATER AUTHORITY	30.86	35217.4	37.05	17	4	3
1	18*4	GSWC - BELL, BELL GARDENS	59.18	41120.64	38.64	18	4	9
1	18*4	CAMP PENDLETON (SOUTH)	17.14	84923.64	25.56	18	4	9
1	18*4	GSWC - FLORENCE/GRAHAM	62.5	41060.61	39.24	18	4	9
1	3*2	GREEN VALLEY MWC	13.03	58375	26.6	3	2	10
1	4*2	FERN VALLEY WD	15.6	76318	31.2	4	2	1
1	4*2	TAHOE CEDARS WATER COMPANY	15.43	74074	20.9	4	2	1
1	5*2	PINE COVE WATER DISTRICT	26.63	57625.96	34.79	5	2	4
1	5*2	BODEGA BAY PUBLIC UTILITY DISTRICT	8.1	76386.48	35.26	5	2	4
1	5*2	TAHOE KEYS WATER COMPANY	13.96	65010.83	30.98	5	2	4
1	6*1	WESTERN HILLS WATER DISTRICT/DIABLO GRAN	47.11	61959.11	30.03	6	1	9
1	6*1	CALIFORNIA INSTITUTION FOR WOMEN	38.5	95115	32.4	6	1	9
1	6*1	GOLDEN STATE WATER CO - MORONGO DEL SUR	23.37	50974	33	6	1	9
1	6*1	SEARLES VALLEY MINERALS OPERATIONS INC	28.93	34821	26.7	6	1	9
1	6*2	DEUEL VOCATIONAL INSTITUTION	38.1	53266	27.9	6	2	1
1	7*2	RINCON DEL DIABLO MWD (ID-A)	16.51	114526.89	30.41	7	2	4
1	7*2	CITY OF NEVADA CITY	14.33	52714.69	47.4	7	2	4
1	7*2	SUTTER COMMUNITY S.D.	20	73696	27.2	7	2	4
1	7*2	ERSKINE CREEK WC	44.56	35022	32.3	7	2	4
1	7*2	IDYLLWILD WATER DISTRICT	23.26	63349.38	33.69	7	2	4
1	7*2	CWS - KERNVILLE	33.01	33171	30	7	2	4
1	7*2	CLAWA	27.16	60836.99	36.77	7	2	4
1	8*1	ROGINA WATER COMPANY INC.	18.17	72188	34.2	8	1	4
1	8*2	EAST ORANGE COUNTY WD - RZ	12.79	129398.66	32.88	8	2	10
1	8*2	COTTONWOOD COUNTY WATER DIST.	20.81	47272.58	35.11	8	2	10
1	8*2	SANTA CLARITA VALLEY W.A.-TESORO DIV.	11.83	125828.9	29.26	8	2	10
1	8*2	FARM MUTUAL W.C. (THE)	25.04	73853.1	34.08	8	2	10
1	8*2	MISSION HILLS CSD	15.55	85818.94	33.8	8	2	10
1	8*2	CITY OF BRISBANE	36.59	110577.88	34.08	8	2	10
1	8*2	CALAM - ARDEN	34.23	33795.88	37.7	8	2	10
1	8*2	PRESIDIO OF SAN FRANCISCO	3.45	181937.33	23.58	8	2	10
1	8*2	SALINAS VALLEY STATE PRISON	23.89	66563	28.9	8	2	10
1	8*2	HERITAGE RANCH CSD	8.65	68510	32.8	8	2	10
1	8*2	RIO DELL, CITY OF	21.77	37697	33.1	8	2	10
1	8*2	CALIFORNIA REHABILITATION CENTER - NORCO	0	97189.16	29.5	8	2	10
1	8*2	ANGELS, CITY OF	16.41	52739.47	41.83	8	2	10
1	8*2	BORREGO WD	23.87	39761	34.4	8	2	10
1	8*2	SAN ANTONIO WATER COMPANY	11.99	88811.87	22.05	8	2	10
1	8*2	BROOKTRAILS TOWNSHIP CSD	20.49	41092.38	37.04	8	2	10
1	8*2	SAN JOAQUIN COUNTY-MOKELUMNE ACRES	55.63	79974.41	26.82	8	2	10
1	8*2	CITY OF WHEATLAND	25.75	69153.67	25.91	8	2	10
1	8*2	FOLSOM, CITY OF - ASHLAND	8.86	92731.6	23.58	8	2	10
1	8*2	MEADOW VISTA CWD	9.4	91246.83	18.25	8	2	10
1	9*1	COMMERCE-CITY, WATER DEPT.	64.79	47800.17	35.99	9	1	3
1	9*1	BASS LAKE WATER COMPANY	13.18	57372.79	30.21	9	1	3
1	9*2	BLUE LAKE SPRINGS MUT WTR	8.65	64242.67	25	9	2	1
1	9*2	CENTINELA STATE PRISON	34.19	50208	18.4	9	2	1
1	9*2	RUNNING SPRINGS WATER DISTRICT	22.55	60295.15	35.56	9	2	1
1	9*2	AWA, TANNER	25.17	57514.02	33.9	9	2	1
1	9*2	KERN VALLEY STATE PRISON	59.32	54004	29.6	9	2	1
1	9*2	MEINERS OAKS CWD	18.06	72503.93	34.49	9	2	1
1	9*2	CITY OF JACKSON	25.44	55979.87	35.33	9	2	1
1	9*2	NEEDLES, CITY OF	32.59	33348.42	33.62	9	2	1
1	9*2	SLVWD - FELTON WATER SYSTEM	8.42	90079.14	29.77	9	2	1
1	9*2	CHINA LAKE NAVAL AIR WEAPONS STATION	26.92	32000	34	9	2	1
1	9*2	GOLDEN STATE WATER CO - ARDEN WATER SERV	25.3	52389.63	35.15	9	2	1
1	9*2	DEL PASO MANOR COUNTY WATER DI	26.19	60415.14	29.79	9	2	1
1	9*2	LA CUMBRE MUTUAL WATER CO	8.64	101572.63	39.41	9	2	1
1	9*2	LAS FLORES WATER CO.	12.3	103369.65	28.51	9	2	1
1	9*2	PLEASANT VALLEY MUTUAL WATER CO	29.98	79588.14	32.03	9	2	1
1	9*2	GOLDEN STATE WATER CO - WRIGHTWOOD	15.13	75298.96	27.51	9	2	1
1	9*2	GSWC-CALIPATRIA	44.35	32669	29.2	9	2	1
1	9*2	STALLION SPRINGS CSD	36.25	61926.54	24.68	9	2	1
1	9*2	CALAM - WEST PLACER	19.3	118065.87	26.32	9	2	1
1	9*2	CCWD - COPPER COVE	21.79	77750	27.2	9	2	1
1	9*2	DENAIR COMMUNITY SERVICES DISTRICT	30.45	88750	33	9	2	1
1	9*2	LOS ANGELES CWWD 36-VAL VERDE	17.85	114095.73	26.17	9	2	1
1	9*2	MONTARA WATER AND SANITARY DISTRICT	10.4	103760.48	24.74	9	2	1
1	9*2	DEL MAR, CITY OF	3	110987.24	29.81	9	2	1
1	9*2	CHANNEL ISLANDS BEACH CSD	21.7	85902.42	34.88	9	2	1
1	9*2	REDWOOD VALLEY COUNTY WATER DISTRICT	9.47	59425.49	43.54	9	2	1
1	9*2	SO. CAL. EDISON CO.-SANTA CATALINA	17.05	69353	27.6	9	2	1
1	9*2	GOLDEN STATE WATER COMPANY - NIPOMO	16.61	77789.07	28.9	9	2	1
1	9*2	NORTH PERRIS WATER SYSTEM	25.83	70034	27.3	9	2	1
1	9*2	RUSSIAN RIVER COUNTY WATER DISTRICT	9.45	69617.12	27.93	9	2	1
1	9*2	CCI - TEHACHAPI	36.4	61745	24.7	9	2	1
1	9*3	NORTH TAHOE PUD - MAIN	10.46	50475.71	42.92	9	3	5
2	10*2	CALISTOGA, CITY OF	11.97	70302.79	25.02	10	2	1
2	10*2	WILLITS, CITY OF	22.44	36916.99	35.6	10	2	1
2	10*2	HUGHSON, CITY OF	37.1	67225	29.7	10	2	1
2	10*2	MAYWOOD MUTUAL WATER CO. #1	51.27	44047.85	37.23	10	2	1
2	10*2	CALAVERAS PUD	15.48	42110.94	38.3	10	2	1
2	10*2	HEBER PUBLIC UTILITY DISTRICT	50.09	45223.63	29.38	10	2	1
